movieId,title,genres,release_date,poster_url,IMDb Rating,Rotten Tomatoes,Director,Lead Actors,Oscars Won,Golden Globes Won,BAFTAs Won,Runtime,Language
2253,Toys (1992),Comedy|Fantasy,18-Dec-92,https://m.media-amazon.com/images/M/MV5BMjFkMWVhMzQtMzY2NS00NWY4LWIxMmEtOWI2NzY5OTU5MzA5XkEyXkFqcGc@._V1_SX300.jpg,5.1,26%,Barry Levinson,"Robin Williams, Michael Gambon, Joan Cusack",2,0,0,118 min,English
2255,Young Doctors in Love (1982),Comedy,16-Jul-82,https://m.media-amazon.com/images/M/MV5BMzJmNDc5YTctZjA0YS00ZDEwLWI3NDctMTAwNzFjZjU0MDhkXkEyXkFqcGc@._V1_SX300.jpg,5.5,35%,Garry Marshall,"Michael McKean, Sean Young, Gary Friedkin",0,0,0,96 min,English
2256,Parasite (1982),Horror|Sci-Fi,12-Mar-82,https://m.media-amazon.com/images/M/MV5BN2JhNTI5YzEtM2NmZi00NDY5LWIzY2ItMDZkY2RlOTI4NjhmXkEyXkFqcGc@._V1_SX300.jpg,4.1,15%,Charles Band,"Robert Glaudini, Demi Moore, Luca Bercovici",0,0,0,85 min,English
2257,No Small Affair (1984),Comedy|Romance,09-Nov-84,https://m.media-amazon.com/images/M/MV5BZjc3N2ZhNzYtMjU5MC00ZmE4LTg3NzktMjRmYWRkN2NmZmIzXkEyXkFqcGc@._V1_SX300.jpg,5.5,57%,Jerry Schatzberg,"Jon Cryer, Demi Moore, George Wendt",0,0,0,102 min,English
2259,Blame It on Rio (1984),Comedy|Romance,17-Feb-84,https://m.media-amazon.com/images/M/MV5BOTRkY2U0MDYtNmE0My00NjM4LWJhNjctYTRjN2NkNDY4Y2ZiXkEyXkFqcGc@._V1_SX300.jpg,5.8,7%,Stanley Donen,"Michael Caine, Michelle Johnson, Demi Moore",0,0,0,100 min,"English, Portuguese"
2260,Wisdom (1986),Crime|Drama,02-Jan-87,https://m.media-amazon.com/images/M/MV5BOTFlNDg0YTItYjlhYy00NGJkLTljZjMtODlkNGMyOWE2MzZhXkEyXkFqcGc@._V1_SX300.jpg,5.7,N/A,Emilio Estevez,"Emilio Estevez, Demi Moore, Tom Skerritt",0,0,0,109 min,English
2261,One Crazy Summer (1986),Comedy,08-Aug-86,https://m.media-amazon.com/images/M/MV5BODc2MTA3ZTUtZTVlMS00ZjQ4LThmYTItYThiYzg5NjRlNDEzXkEyXkFqcGc@._V1_SX300.jpg,6.4,45%,Savage Steve Holland,"John Cusack, Demi Moore, Linda Warren",0,0,0,93 min,English
2262,About Last Night... (1986),Comedy|Drama|Romance,02-Jul-86,https://m.media-amazon.com/images/M/MV5BZjAyOTZiM2YtNmMyZS00ZjkzLTg0ZGQtZjA3MmEwNjE3ZDZkXkEyXkFqcGc@._V1_SX300.jpg,6.3,65%,Edward Zwick,"Rob Lowe, Demi Moore, Jim Belushi",0,0,0,113 min,English
2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,01-Apr-88,https://m.media-amazon.com/images/M/MV5BMmUzNTY3NzQtZDZkNC00ODQyLWIzNTQtMWFlMjVhYmYyOTUwXkEyXkFqcGc@._V1_SX300.jpg,5.8,15%,Carl Schultz,"Demi Moore, Michael Biehn, Jürgen Prochnow",0,0,0,97 min,"English, Hebrew"
2264,We're No Angels (1989),Comedy|Crime,15-Dec-89,https://m.media-amazon.com/images/M/MV5BMjhiZmZiM2MtOGM0Zi00MjcwLWI4MDEtNTI0M2JjZDEzZjgzXkEyXkFqcGc@._V1_SX300.jpg,6.1,48%,Neil Jordan,"Robert De Niro, Sean Penn, Demi Moore",0,0,0,106 min,"English, French, Latin, Croatian"
2265,Nothing But Trouble (1991),Adventure|Comedy,15-Feb-91,https://m.media-amazon.com/images/M/MV5BZmRhNGI0OWUtYTVhNi00ZWZjLTk3NDMtYzc0ZmFmZGQ2ZDk1XkEyXkFqcGc@._V1_SX300.jpg,5.1,15%,Dan Aykroyd,"Chevy Chase, Dan Aykroyd, John Candy",0,0,0,94 min,English
2266,"Butcher's Wife, The (1991)",Comedy|Romance,25-Oct-91,https://m.media-amazon.com/images/M/MV5BNDkyY2M4ZWQtOWVhNi00MWQzLWI5OWUtMTIwYTU1NmM3NDRiXkEyXkFqcGc@._V1_SX300.jpg,5.4,28%,Terry Hughes,"Demi Moore, Jeff Daniels, George Dzundza",0,0,0,107 min,English
2267,Mortal Thoughts (1991),Mystery|Thriller,19-Apr-91,https://m.media-amazon.com/images/M/MV5BODQ3NDUwZWYtY2NmZi00MGQwLWIyMDItZDZkZjk4ZTMwNGRhXkEyXkFqcGc@._V1_SX300.jpg,5.8,56%,Alan Rudolph,"Demi Moore, Glenne Headly, Bruce Willis",0,0,0,103 min,English
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,11-Dec-92,https://m.media-amazon.com/images/M/MV5BOGVhMTUwYzEtZGQ1ZC00Nzg1LTk0OGUtMDk0NDM0ZmZlN2E0XkEyXkFqcGc@._V1_SX300.jpg,7.7,84%,Rob Reiner,"Tom Cruise, Jack Nicholson, Demi Moore",4,0,0,138 min,"English, French"
2269,Indecent Proposal (1993),Drama|Romance,07-Apr-93,https://m.media-amazon.com/images/M/MV5BMDEyN2UyYjItNjRjMy00YzM3LWEwNzktNDRjNjA5NmIzMmU1XkEyXkFqcGc@._V1_SX300.jpg,6.0,34%,Adrian Lyne,"Robert Redford, Demi Moore, Woody Harrelson",0,0,0,117 min,English
2271,Permanent Midnight (1998),Drama,23-Apr-99,https://m.media-amazon.com/images/M/MV5BMzgyYjFlOTgtNjIzNy00MWU2LWFmMGItMTdjZjJiZDliOThkXkEyXkFqcGc@._V1_SX300.jpg,6.2,59%,David Veloz,"Ben Stiller, Maria Bello, Jay Paulson",0,0,0,88 min,"English, Spanish, German"
2272,One True Thing (1998),Drama,18-Sep-98,https://m.media-amazon.com/images/M/MV5BZWE3ZjQ4YjYtOTdhMy00Y2ZjLTlkOWMtZDM3NWFhMWE4MDg2XkEyXkFqcGc@._V1_SX300.jpg,6.9,87%,Carl Franklin,"Meryl Streep, Renée Zellweger, William Hurt",1,0,0,127 min,"English, Portuguese"
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,18-Sep-98,https://m.media-amazon.com/images/M/MV5BMGZiMzViNmEtNTNlZi00MzFmLTk5NTEtNDE2OTUzNmNlMTY4XkEyXkFqcGc@._V1_SX300.jpg,7.0,62%,Brett Ratner,"Jackie Chan, Chris Tucker, Ken Leung",0,0,0,98 min,"English, Cantonese, Mandarin, Japanese, Chinese"
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,18-Sep-98,https://m.media-amazon.com/images/M/MV5BMjhkZjgxZTEtN2E2Ny00OWJmLTk5MDktYTU1Njk5ZDJhZGE0XkEyXkFqcGc@._V1_SX300.jpg,6.4,57%,Lance Mungia,"Jeffrey Falcon, Justin McGuire, Kim De Angelo",0,0,0,91 min,English
2278,Ronin (1998),Action|Crime|Thriller,25-Sep-98,https://m.media-amazon.com/images/M/MV5BYzU0MDEwOGMtZWFlMy00ZjllLWFmMWQtYWIxN2M1YmU5ZWQwXkEyXkFqcGc@._V1_SX300.jpg,7.2,70%,John Frankenheimer,"Robert De Niro, Jean Reno, Natascha McElhone",0,0,0,122 min,"English, French, Russian"
2279,Urban Legend (1998),Horror|Thriller,25-Sep-98,https://m.media-amazon.com/images/M/MV5BZWNkZjQ1NzktNTlkZC00MDRiLWIzNjEtMmQwNDg5NzdjYTI5XkEyXkFqcGc@._V1_SX300.jpg,5.6,30%,Jamie Blanks,"Jared Leto, Alicia Witt, Rebecca Gayheart",0,0,0,99 min,English
2280,Clay Pigeons (1998),Crime,25-Sep-98,https://m.media-amazon.com/images/M/MV5BMzgyNmZlYmYtYWE5YS00ZGU5LTg2MmQtNjA5YzMyMjRiNjVmXkEyXkFqcGc@._V1_SX300.jpg,6.6,61%,David Dobkin,"Joaquin Phoenix, Vince Vaughn, Janeane Garofalo",0,0,0,104 min,English
2281,Monument Ave. (1998),Action|Crime|Drama,25-Sep-98,https://m.media-amazon.com/images/M/MV5BYzA1YjIxZDktZjRjZS00NjViLTlmNmMtMDhhOGQ5NTkwNDM1XkEyXkFqcGc@._V1_SX300.jpg,6.6,90%,Ted Demme,"Denis Leary, Ian Hart, Jason Barry",0,0,0,93 min,English
2282,Pecker (1998),Comedy|Drama,09-Oct-98,https://m.media-amazon.com/images/M/MV5BMzVlNDNkNDktYzY4My00ZTY5LWJlZjYtZjBkMGI4NjQ3MzczXkEyXkFqcGc@._V1_SX300.jpg,6.3,52%,John Waters,"Edward Furlong, Christina Ricci, Bess Armstrong",0,0,0,87 min,English
2283,"Sheltering Sky, The (1990)",Drama,12-Dec-90,https://m.media-amazon.com/images/M/MV5BZWM4MzU0MGEtOWI3Yi00NTY3LTkyZjktMzBjNzc1NDE1OTA1XkEyXkFqcGc@._V1_SX300.jpg,6.7,45%,Bernardo Bertolucci,"Debra Winger, John Malkovich, Campbell Scott",0,0,1,138 min,"English, French, Arabic"
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,08-Aug-80,https://m.media-amazon.com/images/M/MV5BZmNmOTFiODQtYjRkYS00ZTAyLWE2MjYtN2E4NmRhNzJmMThhXkEyXkFqcGc@._V1_SX300.jpg,4.9,15%,"Piers Haggard, Peter Sellers","Peter Sellers, Helen Mirren, David Tomlinson",0,0,0,100 min,English
2287,Them! (1954),Horror|Sci-Fi|Thriller,19-Jun-54,https://m.media-amazon.com/images/M/MV5BOWU2MGQ4ZWYtNWI1ZC00MWRjLTg4NjUtMmNmZjQyOWI3NTE1XkEyXkFqcGc@._V1_SX300.jpg,7.2,93%,Gordon Douglas,"James Whitmore, Edmund Gwenn, Joan Weldon",1,0,0,94 min,English
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,25-Jun-82,https://m.media-amazon.com/images/M/MV5BYTA3NDU5MWEtNTk4Yy00ZDNkLThmZTQtMjU3ZGVhYzAyMzU4XkEyXkFqcGc@._V1_SX300.jpg,8.2,85%,John Carpenter,"Kurt Russell, Wilford Brimley, Keith David",0,0,0,109 min,"English, Norwegian"
2289,"Player, The (1992)",Comedy|Crime|Drama,08-May-92,https://m.media-amazon.com/images/M/MV5BMjM5MDg0MjU3Ml5BMl5BanBnXkFtZTgwODQ0NjYxMTE@._V1_SX300.jpg,7.5,97%,Robert Altman,"Tim Robbins, Greta Scacchi, Fred Ward",3,0,0,124 min,English
2290,Stardust Memories (1980),Comedy|Drama,26-Sep-80,https://m.media-amazon.com/images/M/MV5BMmUzODJhMjctOGE1Ni00ZTNlLWE1YmItNzkxNmNiOTkzYjJkXkEyXkFqcGc@._V1_SX300.jpg,7.2,66%,Woody Allen,"Woody Allen, Charlotte Rampling, Jessica Harper",0,0,0,89 min,"English, French, Persian"
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,14-Dec-90,https://m.media-amazon.com/images/M/MV5BODJhODczYjUtYzdkMy00Yjc4LTllNWMtZTQ3MDZlYWZjYWEzXkEyXkFqcGc@._V1_SX300.jpg,7.9,90%,Tim Burton,"Johnny Depp, Winona Ryder, Dianne Wiest",1,0,0,105 min,English
2292,Overnight Delivery (1998),Comedy|Romance,07-Apr-98,https://m.media-amazon.com/images/M/MV5BYTFlMmQ2ZDEtNGVmNS00NTI1LTljZTYtNjk0Njc1OTQxZDMwXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg,6.1,43%,Jason Bloom,"Paul Rudd, Christine Taylor, Reese Witherspoon, Sarah Silverman",0,0,0,87 min,English
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,02-Oct-98,https://m.media-amazon.com/images/M/MV5BYzdlMzZhZjctY2JjYy00OGRiLThjMTEtODRmZTg2ZjI5MjEzXkEyXkFqcGc@._V1_SX300.jpg,6.5,92%,"Eric Darnell, Tim Johnson, Lawrence Guterman","Woody Allen, Sharon Stone, Gene Hackman",0,0,1,83 min,English
2295,"Impostors, The (1998)",Comedy,02-Oct-98,https://m.media-amazon.com/images/M/MV5BMGRkYTk2M2EtYTY0ZS00N2Q2LTg4ODAtMTc1MGU2MjE0ZDE5XkEyXkFqcGc@._V1_SX300.jpg,6.5,63%,Stanley Tucci,"Oliver Platt, Stanley Tucci, Walker Jones",0,0,0,101 min,English
2296,"Night at the Roxbury, A (1998)",Comedy,02-Oct-98,https://m.media-amazon.com/images/M/MV5BOTcyOWVlMDAtZDkzNi00ZWVhLWE5MjMtZmJiYjE0NjU3NDlkXkEyXkFqcGc@._V1_SX300.jpg,6.2,11%,John Fortenberry,"Chris Kattan, Will Ferrell, Raquel Gardner",0,0,0,82 min,English
2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,02-Oct-98,https://m.media-amazon.com/images/M/MV5BOWVmNzA5NDQtYTNiYy00YjI0LWJjMWItZjEyNmI5YjRlZTI5XkEyXkFqcGc@._V1_SX300.jpg,7.0,52%,Vincent Ward,"Robin Williams, Cuba Gooding Jr., Annabella Sciorra",1,0,0,113 min,English
2298,Strangeland (1998),Thriller,02-Oct-98,https://m.media-amazon.com/images/M/MV5BZGYyZDA2ZGItNzljZC00NzdlLWI0YmQtYTBlZjFkNWQwNzQ1XkEyXkFqcGc@._V1_SX300.jpg,5.1,7%,John Pieplow,"Kevin Gage, Elizabeth Peña, Dee Snider",0,0,0,85 min,English
2300,"Producers, The (1968)",Comedy,10-Nov-68,https://m.media-amazon.com/images/M/MV5BZWMyNThmZDgtNDZlMy00N2RiLWJlM2QtZTAzNjUxZDM5YmM0XkEyXkFqcGc@._V1_SX300.jpg,7.5,91%,Mel Brooks,"Zero Mostel, Gene Wilder, Dick Shawn",1,0,0,88 min,"English, German"
2301,History of the World: Part I (1981),Comedy|Musical,12-Jun-81,https://m.media-amazon.com/images/M/MV5BMDk3Zjc4MWYtNjVjYS00NTBjLTg4NmUtNzA4ODRjYzEyMDgzXkEyXkFqcGc@._V1_SX300.jpg,6.8,61%,Mel Brooks,"Mel Brooks, Gregory Hines, Dom DeLuise",0,0,0,92 min,"English, Latin, French"
2302,My Cousin Vinny (1992),Comedy,13-Mar-92,https://m.media-amazon.com/images/M/MV5BMTQxNDYzMTg1M15BMl5BanBnXkFtZTgwNzk4MDgxMTE@._V1_SX300.jpg,7.6,85%,Jonathan Lynn,"Joe Pesci, Marisa Tomei, Ralph Macchio",1,0,0,120 min,English
2303,Nashville (1975),Drama|Musical,01-Jul-75,https://m.media-amazon.com/images/M/MV5BZjU4MzMzOWUtYzJhNC00YWZlLTlmNzgtMWIxZmQwOTE5NDg0XkEyXkFqcGc@._V1_SX300.jpg,7.6,89%,Robert Altman,"Keith Carradine, Karen Black, Ronee Blakley",1,0,0,160 min,English
2304,Love Is the Devil (1998),Drama,07-Oct-98,https://m.media-amazon.com/images/M/MV5BYTE1YTg1OWUtNWI1Yi00ZTJlLThiMjgtOTNlMDVmOTE2ZjY4XkEyXkFqcGc@._V1_SX300.jpg,6.5,67%,John Maybury,"Derek Jacobi, Daniel Craig, Tilda Swinton",0,0,0,87 min,"English, French"
2306,Holy Man (1998),Comedy,09-Oct-98,https://m.media-amazon.com/images/M/MV5BOGUzNDVlNWYtNWY5Mi00ODZhLWJiYzMtNzdhNTg4YWIxNWYzXkEyXkFqcGc@._V1_SX300.jpg,5.0,12%,Stephen Herek,"Eddie Murphy, Jeff Goldblum, Kelly Preston",0,0,0,114 min,English
2307,One Tough Cop (1998),Action|Crime,09-Oct-98,https://m.media-amazon.com/images/M/MV5BNzVmMmQyNDAtYzQ1Yi00YzYyLWI3YjgtNzdmMDZhNzU1MTI5XkEyXkFqcGc@._V1_SX300.jpg,5.1,24%,Bruno Barreto,"Stephen Baldwin, Chris Penn, Gina Gershon",0,0,0,90 min,English
2310,"Mighty, The (1998)",Drama,30-Oct-98,https://m.media-amazon.com/images/M/MV5BNzY4M2NkY2QtZDZhMC00MGFjLTgzNmMtZWQ0YmMxOTU2MjdkXkEyXkFqcGc@._V1_SX300.jpg,7.2,75%,Peter Chelsom,"Kieran Culkin, Elden Henson, Sharon Stone",0,0,0,100 min,English
2311,2010: The Year We Make Contact (1984),Sci-Fi,07-Dec-84,https://m.media-amazon.com/images/M/MV5BYzA0ZDkyZTktYjllNS00ZDQ1LTk5MjAtNDAxZTYxY2ZiMDdkXkEyXkFqcGc@._V1_SX300.jpg,6.7,67%,Peter Hyams,"Roy Scheider, John Lithgow, Helen Mirren",5,0,0,116 min,"English, Russian"
2312,Children of a Lesser God (1986),Drama,31-Oct-86,https://m.media-amazon.com/images/M/MV5BMjY3YjQyMjAtOGI2ZC00NDljLWJlN2QtYjNiYTMxZjIxMzQ0XkEyXkFqcGc@._V1_SX300.jpg,7.2,81%,Randa Haines,"William Hurt, Marlee Matlin, Piper Laurie",1,0,0,119 min,"English, American Sign "
2313,"Elephant Man, The (1980)",Drama,10-Oct-80,https://m.media-amazon.com/images/M/MV5BMGE3MDZhNmMtMmUxZS00MDJmLTgxYmQtOGU4ODU0Y2JmNDI1XkEyXkFqcGc@._V1_SX300.jpg,8.2,91%,David Lynch,"Anthony Hopkins, John Hurt, Anne Bancroft",8,0,0,124 min,"English, French"
2314,Beloved (1998),Drama,16-Oct-98,https://m.media-amazon.com/images/M/MV5BMmYwMTU5NmYtZGFhNy00ZGIzLWI0ZDYtMGI4NjI2NWIwNjk2XkEyXkFqcGc@._V1_SX300.jpg,6.0,72%,Jonathan Demme,"Oprah Winfrey, Danny Glover, Yada Beener",1,0,0,172 min,"English, Haitian"
2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,16-Oct-98,https://m.media-amazon.com/images/M/MV5BYTk2OGE5MjktYjcyYS00M2QxLWE4YTYtYmNjYmE0M2I3ZDMxXkEyXkFqcGc@._V1_SX300.jpg,5.6,45%,Ronny Yu,"Jennifer Tilly, Brad Dourif, Katherine Heigl",0,0,0,89 min,English
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,16-Oct-98,https://m.media-amazon.com/images/M/MV5BOGM3ZjFhZjAtOTdlMS00MTY2LThjYmYtMTA2ZWM3YjdiM2E4XkEyXkFqcGc@._V1_SX300.jpg,6.3,26%,Griffin Dunne,"Sandra Bullock, Nicole Kidman, Stockard Channing",0,0,0,104 min,English
2318,Happiness (1998),Comedy|Drama,16-Oct-98,https://m.media-amazon.com/images/M/MV5BNzczYzIyNGEtNWRlNi00NmU4LWI5YjgtNTFjMmUyMjhkOTBhXkEyXkFqcGc@._V1_SX300.jpg,7.7,85%,Todd Solondz,"Jane Adams, Jon Lovitz, Philip Seymour Hoffman",0,0,0,134 min,"English, Russian"
2320,Apt Pupil (1998),Drama|Thriller,23-Oct-98,https://m.media-amazon.com/images/M/MV5BZmMzOWM4NGQtMjBhZS00YmIxLTkwOTAtY2U0MmFjNWY0NTczXkEyXkFqcGc@._V1_SX300.jpg,6.7,54%,Bryan Singer,"Ian McKellen, Brad Renfro, Joshua Jackson",0,0,0,111 min,"English, German"
2321,Pleasantville (1998),Comedy|Drama|Fantasy,23-Oct-98,https://m.media-amazon.com/images/M/MV5BYmM4ZThmNzAtYzRmNi00ZjZmLThhYjAtYjU2YTcwMmY3MzRmXkEyXkFqcGc@._V1_SX300.jpg,7.5,86%,Gary Ross,"Tobey Maguire, Jeff Daniels, Joan Allen",3,0,0,124 min,English
2322,Soldier (1998),Action|Sci-Fi|War,23-Oct-98,https://m.media-amazon.com/images/M/MV5BZjY2ZDg4ZTktNDU2Zi00NzA0LThlZDktZjUwOTQwMDgyZjhjXkEyXkFqcGc@._V1_SX300.jpg,6.0,17%,Paul W.S. Anderson,"Kurt Russell, Jason Scott Lee, Jason Isaacs",0,0,0,99 min,English
2323,"Cruise, The (1998)",Documentary,23-Oct-98,https://m.media-amazon.com/images/M/MV5BMTQzYjlkZjUtYWI4Yy00YmM4LWFjMzYtZDM4YWNlMjQzYjgxXkEyXkFqcGc@._V1_SX300.jpg,7.6,86%,Bennett Miller,Timothy 'Speed' Levitch,0,0,0,76 min,English
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,20-Dec-97,https://m.media-amazon.com/images/M/MV5BZTBhOGYzZjQtYzE0Mi00MGIwLWE0MWYtNzMxNTM2OTFkM2NjXkEyXkFqcGc@._V1_SX300.jpg,8.6,81%,Roberto Benigni,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini",3,0,0,116 min,"Italian, German, English"
2325,Orgazmo (1997),Comedy,23-Oct-98,https://m.media-amazon.com/images/M/MV5BNTI3YjIzMzctOGVlNi00ODBkLWIwNWYtYjE3NjhlNDVkN2YxXkEyXkFqcGc@._V1_SX300.jpg,6.1,48%,Trey Parker,"Trey Parker, Dian Bachar, Robyn Lynne Raab",0,0,0,94 min,"English, Spanish, Japanese, German"
2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,04-May-90,https://m.media-amazon.com/images/M/MV5BNWZhODFjZjUtNjIyNi00NWE2LTllM2UtODViMTgxOGJlNjVkXkEyXkFqcGc@._V1_SX300.jpg,6.2,46%,John Harrison,"Debbie Harry, Matthew Lawrence, Christian Slater",0,0,0,93 min,English
2328,Vampires (1998),Horror|Western,30-Oct-98,https://m.media-amazon.com/images/M/MV5BOTI2OTUyZjItMjY0My00NzY1LWI2MGYtZDJjY2RhM2NlY2E2XkEyXkFqcGc@._V1_SX300.jpg,6.1,44%,John Carpenter,"James Woods, Daniel Baldwin, Sheryl Lee",0,0,0,108 min,"English, Latin"
2329,American History X (1998),Crime|Drama,20-Nov-98,https://m.media-amazon.com/images/M/MV5BMzhiOTQ0NDItOTg0Zi00OGVmLWE0OGEtMTI4NDM0NWMxZWU4XkEyXkFqcGc@._V1_SX300.jpg,8.5,84%,Tony Kaye,"Edward Norton, Edward Furlong, Beverly D'Angelo",1,0,0,119 min,English
2330,Hands on a Hard Body (1996),Comedy|Documentary,10-Jul-98,https://m.media-amazon.com/images/M/MV5BMTQxOTYxODYyN15BMl5BanBnXkFtZTcwMDI3MDg4OQ@@._V1_SX300.jpg,7.6,84%,S.R. Bindler,"Sid Allen, Brent Baskin, Greg Cox",0,0,0,98 min,English
2331,Living Out Loud (1998),Comedy|Drama|Romance,06-Nov-98,https://m.media-amazon.com/images/M/MV5BMTUzNjUzMzk3Ml5BMl5BanBnXkFtZTcwNDk5MDEyMQ@@._V1_SX300.jpg,6.5,60%,Richard LaGravenese,"Holly Hunter, Danny DeVito, Queen Latifah",0,0,0,100 min,English
2332,Belly (1998),Crime|Drama,04-Nov-98,https://m.media-amazon.com/images/M/MV5BMzVjYjVlYWEtYzg5Ny00NGI1LTgyYmMtOTU4YWM5ZDgxMjE5XkEyXkFqcGc@._V1_SX300.jpg,6.2,23%,Hype Williams,"Nas, DMX, Taral Hicks",0,0,0,96 min,English
2333,Gods and Monsters (1998),Drama,04-Nov-98,https://m.media-amazon.com/images/M/MV5BOTZiZTg1NzMtODNmMS00YzAwLWE1OTMtODdhZDZiZWJmMzk4XkEyXkFqcGc@._V1_SX300.jpg,7.3,96%,Bill Condon,"Ian McKellen, Brendan Fraser, Lynn Redgrave",1,0,0,105 min,"English, Hungarian"
2334,"Siege, The (1998)",Action|Thriller,06-Nov-98,https://m.media-amazon.com/images/M/MV5BNjY4YmMyMzYtM2M4YS00YzQ2LTg5OWUtZjc4YmQ4NGE0ZGViXkEyXkFqcGc@._V1_SX300.jpg,6.4,44%,Edward Zwick,"Denzel Washington, Bruce Willis, Annette Bening",0,0,0,116 min,"English, Arabic, Spanish"
2335,"Waterboy, The (1998)",Comedy,06-Nov-98,https://m.media-amazon.com/images/M/MV5BZTQxMWE5ZTEtYzI1OC00NDdkLWI0YjUtMTk4NjU0YWI4YjY0XkEyXkFqcGc@._V1_SX300.jpg,6.2,34%,Frank Coraci,"Adam Sandler, Kathy Bates, Henry Winkler",0,0,0,90 min,English
2336,Elizabeth (1998),Drama,19-Feb-99,https://m.media-amazon.com/images/M/MV5BNWRjZjJjNDUtOTgzMi00YjBlLTg5ODQtMjQxOTAyMzM2ZWJiXkEyXkFqcGc@._V1_SX300.jpg,7.4,84%,Shekhar Kapur,"Cate Blanchett, Liz Giles, Rod Culbertson",1,0,0,124 min,"English, French, Turkish"
2337,Velvet Goldmine (1998),Drama,23-Oct-98,https://m.media-amazon.com/images/M/MV5BZWFmZjhlNWQtMjEzMi00MjVhLWIyYTQtNGJhZTA4MzA1ZDM1XkEyXkFqcGc@._V1_SX300.jpg,6.9,63%,Todd Haynes,"Ewan McGregor, Jonathan Rhys Meyers, Christian Bale",1,0,0,118 min,"English, French"
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,13-Nov-98,https://m.media-amazon.com/images/M/MV5BOTA2ZDVlNGMtNDFmZi00YjIzLWJmZGQtNzQwODJkY2YwNGE4XkEyXkFqcGc@._V1_SX300.jpg,4.8,7%,Danny Cannon,"Jennifer Love Hewitt, Freddie Prinze Jr., Brandy Norwood",0,0,0,100 min,English
2339,I'll Be Home For Christmas (1998),Comedy|Romance,13-Nov-98,https://m.media-amazon.com/images/M/MV5BMDMyNDMxNWEtODIwNS00NjQ0LWEzZDgtMzAwYmZhMmFjYzA1XkEyXkFqcGc@._V1_SX300.jpg,5.5,23%,Arlene Sanford,"Jonathan Taylor Thomas, Jessica Biel, Adam LaVorgna",0,0,0,86 min,English
2340,Meet Joe Black (1998),Romance,13-Nov-98,https://m.media-amazon.com/images/M/MV5BMjVjNjAwYWItMDc0ZC00MTEwLWJiN2MtM2U4YThjNWE5YTZmXkEyXkFqcGc@._V1_SX300.jpg,7.2,46%,Martin Brest,"Brad Pitt, Anthony Hopkins, Claire Forlani",0,0,0,178 min,"English, Dutch"
2342,Hard Core Logo (1996),Comedy|Drama,11-Oct-96,https://m.media-amazon.com/images/M/MV5BOTBhODkxNmQtZDU4NS00MThmLTgwZTktNzg5OGY3NGZhYmJmXkEyXkFqcGc@._V1_SX300.jpg,7.2,69%,Bruce McDonald,"Hugh Dillon, Callum Keith Rennie, John Pyper-Ferguson",0,0,0,92 min,"English, German"
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,17-Jan-86,https://m.media-amazon.com/images/M/MV5BMjRlMzU3Y2ItYzU5YS00NTc4LTlmMjItZjk1YTc0M2I0OGMxXkEyXkFqcGc@._V1_SX300.jpg,7.2,83%,Andrey Konchalovskiy,"Jon Voight, Eric Roberts, Rebecca De Mornay",3,0,0,111 min,English
2346,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,12-Feb-75,https://m.media-amazon.com/images/M/MV5BMTY5NWJkM2ItYzlmOC00OTM5LWIyOTYtMDYzOTExYWViODUzXkEyXkFqcGc@._V1_SX300.jpg,6.9,67%,Bryan Forbes,"Katharine Ross, Paula Prentiss, Peter Masterson",0,0,0,115 min,English
2347,"Pope of Greenwich Village, The (1984)",Drama,22-Jun-84,https://m.media-amazon.com/images/M/MV5BYTRlOGFiMGMtYTZiNi00NmZlLThmNGItNmQ0YzYyOTkyMzY4XkEyXkFqcGc@._V1_SX300.jpg,6.6,77%,Stuart Rosenberg,"Eric Roberts, Mickey Rourke, Daryl Hannah",1,0,0,121 min,English
2348,Sid and Nancy (1986),Drama,07-Nov-86,https://m.media-amazon.com/images/M/MV5BOGY1NTc0M2MtY2UxOS00OTllLTk1NjItZWIwOWE2OTUzYjdiXkEyXkFqcGc@._V1_SX300.jpg,7.0,89%,Alex Cox,"Gary Oldman, Chloe Webb, David Hayman",0,0,1,112 min,English
